Description,Price,Rating,Review Count,URL
"Boult Audio ProBass X1-WL in-Ear Wireless Earphones with 10 Hours Battery Life, Latest Bluetooth 5.0, IPX5 Sweatproof Headphones with mic (Black)",₹799,3.9 out of 5 stars,"11,409",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A0937102G0PWGQACZK20&url=%2FBoult-Audio-Earphones-Sweatproof-Headphones%2Fdp%2FB08CZXQC3Z%2Fref%3Dsr_1_86_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748227%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-86-spons%26psc%3D1&qualifier=1641748227&id=3380458234405952&widgetName=sp_btf
"Lumiford Max T50 True Wireless in-Ear Earphones with Mic for Crystal Clear Call, Bluetooth v5.0, 16 Hrs Playtime, Concha-Fit in-Ear Earbuds","₹1,424",3.7 out of 5 stars,410,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A04862531KQWMNVXEPQQ4&url=%2FLumiford-T50-Earphones-Bluetooth-Concha-Fit%2Fdp%2FB098NL9WVX%2Fref%3Dsr_1_81_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748230%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-81-spons%26psc%3D1&qualifier=1641748230&id=6686842683719531&widgetName=sp_atf_next
"pTron Tangent Pixel ENC Wireless Bluetooth 5.1 Headphones with 30Hrs Playtime, Immersive Audio, Deep Bass, Low Latency Gaming & Music, Type-C Fast Charging, IPX4 Waterproof & Voice Assistance (Grey)","₹1,199",4.0 out of 5 stars,"1,234",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A0955991LPNZ64YSPU7K&url=%2FBluetooth-Headphones-Immersive-Waterproof-Assistance%2Fdp%2FB09G4L3J62%2Fref%3Dsr_1_82_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748230%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-82-spons%26psc%3D1&qualifier=1641748230&id=6686842683719531&widgetName=sp_atf_next
WeCool Moonwalk Mini Earbuds with Magnetic Charging Case IPX5 Wireless Earphones with Digital Battery Indicator for Crisp Sound Bluetooth Earphones for Secure Sports Fit (Black),₹799,3.8 out of 5 stars,"32,738",https://www.amazon.in/Moonwalk-Magnetic-Earphones-Indicator-Bluetooth/dp/B094J2LMW2/ref=sr_1_83?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748230&sprefix=wireless+earphones%2Caps%2C238&sr=8-83
"boAt Rockerz 205 Pro Wireless Neckband with Beast™ Mode, ENx™ Mode for Clear Voice Delivery, ASAP™ Charge, 10mm Drivers, IPX5, Bluetooth v5.2, 30HRS Playtime(Rising Orange)","₹1,199",3.9 out of 5 stars,"1,906",https://www.amazon.in/boAt-Rockerz-205-Pro-Bluetooth/dp/B09JGQB4LP/ref=sr_1_84?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748230&sprefix=wireless+earphones%2Caps%2C238&sr=8-84
"MOBWILL K1 Latest Pure Wireless Single Ear Bluetooth Headphones, Headset with Mic and Sound Button Earphone for Mi Note 5/6/7 Pro, 6A, Y2, A2, A1, Y3 All Smartphones (Black)",₹149,,,https://www.amazon.in/MOBWILL-Wireless-Bluetooth-Headphones-Smartphones/dp/B09NW8C1GG/ref=sr_1_85?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748230&sprefix=wireless+earphones%2Caps%2C238&sr=8-85
ZEBRONICS Zeb Evolve Wireless Bluetooth in Ear Neckband Earphone with Mic (Gray),₹629,3.7 out of 5 stars,"4,001",https://www.amazon.in/Zebronics-Zeb-Evolve-Wireless-Gray/dp/B08VGQ159Z/ref=sr_1_86?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748230&sprefix=wireless+earphones%2Caps%2C238&sr=8-86
"Boult Audio ProBass Curve Bluetooth Earphones with 12H Battery Life & Extra Bass, IPX5 Water Resistant Headphones (Black)",₹899,3.8 out of 5 stars,"97,556",https://www.amazon.in/Boult-Audio-Curve-Sweatproof-Headphones/dp/B07LG59NPV/ref=sr_1_87?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748230&smid=A14CZOWI0VEHLG&sprefix=wireless+earphones%2Caps%2C238&sr=8-87
"REDOCKS Combo Wireless Bluetooth Headphones, Headset with Mobile Stand and Sound Button Earphone for M i Note 5/6/7 Pro, 6A, Y2, A2, A1, Y3 for All Smartphones",₹249,4.1 out of 5 stars,10,https://www.amazon.in/REDOCKS-Wireless-Bluetooth-Headphones-Smartphones/dp/B09NLW5WK6/ref=sr_1_88?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748230&sprefix=wireless+earphones%2Caps%2C238&sr=8-88
"CRAYOTALK (Label) Wireless Bluetooth Headphones, Headset with Mic and Sound Button Earphone for Mi Note 5/6/7 Pro, 6A, 8A, 9A, A1, Y3 All Smartphone (MAG)",₹199,1.0 out of 5 stars,1,https://www.amazon.in/CRAYOTALK-Wireless-Bluetooth-Headphones-Smartphone/dp/B09P7LPV7V/ref=sr_1_89?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748230&sprefix=wireless+earphones%2Caps%2C238&sr=8-89
"DUETMI Magnetic Sports Bluetooth Wireless Earphone with Immersive Stereo Sound and Hands Free Mic Sports Stereo Music Jogger,Running, Gym Bluetooth Headset Compatible with All Smartphones",₹199,3.0 out of 5 stars,2,https://www.amazon.in/DUETMI-Bluetooth-Immersive-Compatible-Smartphones/dp/B09PBCTG2S/ref=sr_1_90?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748230&sprefix=wireless+earphones%2Caps%2C238&sr=8-90
truke Buds S1 True Wireless Earbuds with Environmental Noise Cancellation(ENC) & Quad MEMS Mic for Clear Calls | Up to 10hrs of Playtime | Premium Sliding Case | Low Latency | Bluetooth 5.1 | IPX4,"₹1,399",3.9 out of 5 stars,"10,528",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A01059123W13QTJ75Z2ZJ&url=%2Ftruke-Wireless-Environmental-Cancellation-Bluetooth%2Fdp%2FB091H9DWL9%2Fref%3Dsr_1_91_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748230%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-91-spons%26psc%3D1&qualifier=1641748230&id=6686842683719531&widgetName=sp_mtf
"pTron Bassfest Plus Magnetic in Ear Bluetooth 5.0 Wireless Headphones with Mic, Stereo Sound with Bass, IPX4 Water & Sweat Resistant, Voice Assistance, Ergonomic & Lightweight - (Black & Yellow)",₹599,3.6 out of 5 stars,"17,233",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A00619132T8BOZB74F0MN&url=%2FBassfest-Plus-Headphones-Assistance-Lightweight%2Fdp%2FB08HHLHZR3%2Fref%3Dsr_1_92_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748230%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-92-spons%26psc%3D1&qualifier=1641748230&id=6686842683719531&widgetName=sp_mtf
"Rewy BT Max Wireless in Ear Neckband Earphone Headset with 30H Battery Life & Extra Bass, Incoming Call Vibration & in-Built Mic, ASAP™ Charge & SBC™ Technology Headphone (Black)",₹495,4.7 out of 5 stars,5,https://www.amazon.in/Rewy-BT-Max-Vibration-Technology/dp/B09NNTLCJZ/ref=sr_1_93?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748230&sprefix=wireless+earphones%2Caps%2C238&sr=8-93
"GO SHOPS EX1 Pure Wireless Bluetooth Headphones, Headset with Mic and Sound Button Earphone for M i Note 5/6/7 Pro, 6A, Y2, A2, A1, Y3 for All Smartphones (Yello) Modal X-1",₹279,4.0 out of 5 stars,108,https://www.amazon.in/GO-SHOPS-Bluetooth-Headphones-Smartphones/dp/B09M78KXCD/ref=sr_1_94?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748230&sprefix=wireless+earphones%2Caps%2C238&sr=8-94
"pTron Tangentbeat Bluetooth 5.0 Wireless Headphones with Deep Bass, Ergonomic Design, IPX4 Sweat/Waterproof Neckband, Magnetic Earbuds, Voice Assistant, Passive Noise Cancelation & Mic - (Black & Red)",₹699,4.0 out of 5 stars,"5,768",https://www.amazon.in/Tangentbeat-Bluetooth-Headphones-Waterproof-Cancelation/dp/B08D76LSFJ/ref=sr_1_95?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748230&sprefix=wireless+earphones%2Caps%2C238&sr=8-95
"Wireless Earphones Headphones for Oppo A74 5G Original Bluetooth Headphone Headset Hands-Free Earphone With Mic And Volume Controller Noise Gaming Erphone Isolating Stereo Sound Quality Sweatproof Sports Headset Professional Bluetooth 5.1 Wireless Stereo Sport Hi-Fi Sound Hands-Free Calling Buds OG -BLR,Black",₹699,,,https://www.amazon.in/Headphones-Oppo-A74-5G-Professional/dp/B09J8XRFTZ/ref=sr_1_96?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748230&sprefix=wireless+earphones%2Caps%2C238&sr=8-96
"Noise Buds VS103 - Truly Wireless Earbuds with 18-Hour Playtime, HyperSync Technology, Full Touch Controls and Voice Assistant (Jet Black)","₹1,499",3.8 out of 5 stars,"14,299",https://www.amazon.in/Noise-Buds-VS103-HyperSync-Technology/dp/B095Z1NBK6/ref=sr_1_97?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748230&sprefix=wireless+earphones%2Caps%2C238&sr=8-97
"TEQNEQ Latest Combo of Wireless Earphone Bluetooth Headset, Hands-Free Bluetooth Earphone, HiFi Clear Sound Earphone with Mic, Noise Cancellation for iOS Devices & All Smartphone",₹279,,,https://www.amazon.in/TEQNEQ-Bluetooth-Hands-Free-Cancellation-Smartphone/dp/B09PG1FG6V/ref=sr_1_98?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748230&sprefix=wireless+earphones%2Caps%2C238&sr=8-98
"GO SHOPS Treding Combo of Wireless Earphone Bluetooth Headset, Hands-Free Bluetooth Earphone, HiFi Clear Sound Earphone with Mic, Noise Cancellation for iOS Devices & All Smartphone",₹299,5.0 out of 5 stars,1,https://www.amazon.in/GO-SHOPS-Hands-Free-Cancellation-Smartphone/dp/B09P85XZ7Z/ref=sr_1_99?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748230&sprefix=wireless+earphones%2Caps%2C238&sr=8-99
"Redmi Earbuds 2C in-Ear Truly Wireless Earphones with Environment Noise Cancellation, 12hrs Battery Life & IPX4 Splash Proof","₹1,449",3.7 out of 5 stars,"27,026",https://www.amazon.in/Redmi-Earbuds-Truly-Wireless-Earphones/dp/B08J4GWSSG/ref=sr_1_100?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748230&sprefix=wireless+earphones%2Caps%2C238&sr=8-100
"pTron Tangent Lite Bluetooth 5.0 Wireless Headphones with Hi-Fi Stereo Sound, 8Hrs Playtime, Lightweight Ergonomic Neckband, Sweat-Resistant Magnetic Earbuds, Voice Assistant & Mic - (Black & Green)",₹599,3.5 out of 5 stars,"65,587",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg6_1?ie=UTF8&adId=A032430954HCNQZD7831&url=%2FTangent-Lite-Magnetic-Bluetooth-Headphones%2Fdp%2FB085W7CC5Z%2Fref%3Dsr_1_101_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748230%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-101-spons%26psc%3D1&qualifier=1641748230&id=6686842683719531&widgetName=sp_btf
PartyFlex Superheros Earbuds Wireless Bluetooth with Slicone Protection Cute Earbuds case Cover Earphone for Kids/Boys (Blue),"₹1,599",,,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg6_1?ie=UTF8&adId=A014114013PBDAC0UGBNE&url=%2FPartyFlex-Superheros-Wireless-Bluetooth-Protection%2Fdp%2FB09KMBZKFJ%2Fref%3Dsr_1_102_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748230%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-102-spons%26psc%3D1&qualifier=1641748230&id=6686842683719531&widgetName=sp_btf
truke Buds S1 True Wireless Earbuds with Environmental Noise Cancellation(ENC) & Quad MEMS Mic for Clear Calls | Up to 10hrs of Playtime | Premium Sliding Case | Low Latency | Bluetooth 5.1 | IPX4,"₹1,399",3.9 out of 5 stars,"10,528",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A09456153VNJPXRUSHTLB&url=%2Ftruke-Wireless-Environmental-Cancellation-Bluetooth%2Fdp%2FB09M8F9SP3%2Fref%3Dsr_1_97_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748232%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-97-spons%26psc%3D1&qualifier=1641748232&id=8033235951173417&widgetName=sp_atf_next
"WeCool Freesolo X2 Bluetooth in Ear True Wireless Earbuds with High Bass for Music Lovers, Touch Control Earpods with HD Stereo Sound, Digital Display, 48 Hours Battery, Anti Fall Sports Fit, BT 5.1","₹1,199",3.9 out of 5 stars,709,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A01604962AXZKSYO7IXRW&url=%2FFreesolo-X2-Bluetooth-Wireless-Earbuds%2Fdp%2FB09MKMGRG6%2Fref%3Dsr_1_98_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748232%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-98-spons%26psc%3D1&qualifier=1641748232&id=8033235951173417&widgetName=sp_atf_next
"GO SHOPS Latest Wireless Earphone Bluetooth Headset, Hands-Free Bluetooth Earphone, HiFi Clear Sound Earphone with Mic, Noise Cancellation for iOS Devices & All Smartphone",₹249,5.0 out of 5 stars,1,https://www.amazon.in/GO-SHOPS-Cancellation-All-Smartphone/dp/B09P84VH5F/ref=sr_1_99?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748232&sprefix=wireless+earphones%2Caps%2C238&sr=8-99
"Newly Launched Boult Audio ZCharge Wireless Earphones with 40H Playtime & Super Fast Charging, Environmental Noise Cancellation for Pro+ Calling & IPX5 Water Resistant (Red)","₹1,499",4.2 out of 5 stars,104,https://www.amazon.in/Boult-Audio-Earphones-Environmental-Cancellation/dp/B09NR7THVZ/ref=sr_1_100?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748232&smid=A14CZOWI0VEHLG&sprefix=wireless+earphones%2Caps%2C238&sr=8-100
boAt Airdopes 121v2 Bluetooth Truly Wireless in Ear Earbuds with Mic (Pink),"₹1,299",3.9 out of 5 stars,"92,574",https://www.amazon.in/Airdopes-121v2-Bluetooth-Immersive-Assistant/dp/B08JQM8SMH/ref=sr_1_101?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748232&sprefix=wireless+earphones%2Caps%2C238&sr=8-101
"REDTECH New Wireless Bluetooth Headset Headphone for Calling & Music with Magnetic Wireless Bluetooth Earphone Sports Stereo Jogger, Running, Gyming for All Smartphone & Tablets",₹249,5.0 out of 5 stars,3,https://www.amazon.in/REDTECH-Wireless-Bluetooth-Headphone-Smartphone/dp/B09NYH4BFR/ref=sr_1_102?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748232&sprefix=wireless+earphones%2Caps%2C238&sr=8-102
Airtwins True Wireless Earbuds in-Ear Earphones Bluetooth 5.0 Deep Bass HD Sound CVC8 Noise Cancellation Built-in Duel Mic with Voice Assistance IPX6 42 Hours Playback with Charging Case (Black),₹999,3.8 out of 5 stars,221,https://www.amazon.in/Airtwins-Earphones-Headphones-Bluetooth-Assistance/dp/B0846KPHC6/ref=sr_1_103?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748232&sprefix=wireless+earphones%2Caps%2C238&sr=8-103
"pTron Bassbuds Plus in-Ear True Wireless Stereo Headphones with Mic, Deep Bass TWS Earbuds, Made in India Bluetooth Earphones with Voice Assistance, IPX4 Sweat & Water Resistant Earbuds (Red & Black)",₹799,3.6 out of 5 stars,"11,325",https://www.amazon.in/Bassbuds-Plus-Headphones-Bluetooth-Assistance/dp/B0917GZ793/ref=sr_1_104?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748232&sprefix=wireless+earphones%2Caps%2C238&sr=8-104
"i7s TWS Wireless Bluetooth Earphone Portable Bluetooth Headset, with Active Noise Cancellation Technology and Charging Box for All Smartphones (White)",₹300,1.9 out of 5 stars,13,https://www.amazon.in/Wireless-Bluetooth-Cancellation-Technology-Smartphones/dp/B09MBVHM7G/ref=sr_1_105?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748232&sprefix=wireless+earphones%2Caps%2C238&sr=8-105
"ENNUI Latest Pure Wireless Single Ear Bluetooth Headset with Mic and Sound Button Earphone for Mi Note 5/6/7 Pro, 6A, Y2, A2, A1, Y3 All Smartphones (Black)",₹189,4.4 out of 5 stars,7,https://www.amazon.in/ENNUI-Wireless-Bluetooth-Earphone-Smartphones/dp/B09JFS2D71/ref=sr_1_106?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748232&sprefix=wireless+earphones%2Caps%2C238&sr=8-106
"pTron Tangent Lite Bluetooth 5.0 Wireless Headphones with Hi-Fi Stereo Sound, 8Hrs Playtime, Lightweight Ergonomic Neckband, Sweat-Resistant Magnetic Earbuds, Voice Assistant & Mic - (Black & Red)",₹599,3.5 out of 5 stars,"65,587",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A0324153R8SNHUYKMDG9&url=%2FTangent-Lite-Magnetic-Bluetooth-Headphones%2Fdp%2FB085W7FPY1%2Fref%3Dsr_1_107_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748232%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-107-spons%26psc%3D1&qualifier=1641748232&id=8033235951173417&widgetName=sp_mtf
"WeCool Moonwalk M4 Gaming Earphones, 60 ms Low Latency Earbuds with Microphone, Stereo Sound Deep Bass Bluetooth Earbuds, 24 Hours Playtime, Auto Gaming Mode, Auto Pairing, Touch Control Earphones","₹1,499",4.3 out of 5 stars,"1,475",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A0686492XIP80AUDBBGP&url=%2FMoonwalk-M4-Earphones-Microphone-Bluetooth%2Fdp%2FB09HZFCB89%2Fref%3Dsr_1_108_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748232%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-108-spons%26psc%3D1&qualifier=1641748232&id=8033235951173417&widgetName=sp_mtf
"DUETMI S530 Wireless Bluetooth or S530 Mini Bluetooth Earphone or Small Kaju Bluetooth earpiece, Mini S530 Hands-Free Bluetooth Earbuds Headset Earphones with Mic for All Smartphone",₹199,,,https://www.amazon.in/DUETMI-Bluetooth-Hands-Free-Earphones-Smartphone/dp/B09PBBBLYM/ref=sr_1_109?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748232&sprefix=wireless+earphones%2Caps%2C238&sr=8-109
boAt Rockerz 330 Bluetooth Wireless in Ear Earphones with Mic Blazing Yellow,"₹1,299",4.1 out of 5 stars,"50,788",https://www.amazon.in/boAt-Rockerz-330-Bluetooth-Assistant/dp/B092Y1FVCR/ref=sr_1_110?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748232&sprefix=wireless+earphones%2Caps%2C238&sr=8-110
"pTron Bassbuds Duo New Bluetooth 5.1 Wireless Headphone with Stereo Audio, Touch Control TWS, Dual HD Mic, Type-C Fast Charging, IPX4 Water-Resistant, Passive Noise Cancelling & Voice Assistant(Blue)",₹799,3.6 out of 5 stars,"13,086",https://www.amazon.in/Bassbuds-Duo-Bluetooth-Water-Resistant-Cancelling/dp/B09DD7N79Q/ref=sr_1_111?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748232&sprefix=wireless+earphones%2Caps%2C238&sr=8-111
"JBL Tune 215BT, 16 Hrs Playtime with Quick Charge, in Ear Bluetooth Wireless Earphones with Mic, 12.5mm Premium Earbuds with Pure Bass, BT 5.0, Dual Pairing, Type C & Voice Assistant Support (Black)","₹1,499",3.7 out of 5 stars,"9,122",https://www.amazon.in/JBL-Playtime-Bluetooth-Earphones-Assistant/dp/B08FB2LNSZ/ref=sr_1_112?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748232&sprefix=wireless+earphones%2Caps%2C238&sr=8-112
"Boult Audio ProBass X1-WL in-Ear Wireless Earphones with 10 Hours Battery Life, Latest Bluetooth 5.0, IPX5 Sweatproof Headphones with mic (Black)",₹799,3.9 out of 5 stars,"11,409",https://www.amazon.in/Boult-Audio-Earphones-Sweatproof-Headphones/dp/B08CZXQC3Z/ref=sr_1_113?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748232&sprefix=wireless+earphones%2Caps%2C238&sr=8-113
Sennheiser CX 120BT Wireless Bluetooth in Ear Neckband Headphone with Mic (Black),"₹1,490",4.1 out of 5 stars,"90,294",https://www.amazon.in/Sennheiser-120BT-Wireless-Headphones-Warranty/dp/B08GSWJNJN/ref=sr_1_114?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748232&sprefix=wireless+earphones%2Caps%2C238&sr=8-114
"ENVOUS EX1 Pure Wireless Bluetooth Headphones, Headset with Mic and Sound Button Earphone for M i Note 5/6/7 Pro, 6A, Y2, A2, A1, Y3 for All Smartphones (Yello) Modal X-3",₹249,4.4 out of 5 stars,18,https://www.amazon.in/ENVOUS-Wireless-Bluetooth-Headphones-Smartphones/dp/B09MFVFLHL/ref=sr_1_115?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748232&sprefix=wireless+earphones%2Caps%2C238&sr=8-115
Royal Range i12 Truly Wireless Bluetooth in Ear Earphone with Mic,₹379,5.0 out of 5 stars,1,https://www.amazon.in/Royal-Range-Wireless-Bluetooth-Earphone/dp/B09P1ZQ7LR/ref=sr_1_116?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748232&sprefix=wireless+earphones%2Caps%2C238&sr=8-116
"pTron Bassbuds Ultima ANC Active Noise Cancelling TWS, Bluetooth 5.0 Wireless Headphone with Immersive Sound, Deep Bass, HD Mic, Touch Control Earbuds, Voice Assistance & IPX4 Water-Resistant (Black)","₹1,499",3.4 out of 5 stars,"1,717",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg7_1?ie=UTF8&adId=A0229854RU4NGO4087HM&url=%2FBassbuds-Ultima-Cancelling-Assistance-Water-Resistant%2Fdp%2FB097NGMCKX%2Fref%3Dsr_1_117_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748232%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-117-spons%26psc%3D1&qualifier=1641748232&id=8033235951173417&widgetName=sp_btf
BENCO Flow-1 Truly Wireless Bluetooth In Ear Earbuds with Mic (Black),₹749,3.4 out of 5 stars,676,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg7_1?ie=UTF8&adId=A09159448YBQOVZY3T14&url=%2FBENCO-Flow-1-Wireless-Bluetooth-Earbuds%2Fdp%2FB096KD6WD4%2Fref%3Dsr_1_118_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748232%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-118-spons%26psc%3D1&qualifier=1641748232&id=8033235951173417&widgetName=sp_btf
"WeCool Moonwalk M1 Earbuds (Wireless Bluetooth Earbuds) with IPX5 and Digital Display Charging Case, Bluetooth Earphones with HD Music and Calls Ture Wireless Sport Fit Ear Buds Bluetooth 5.0",₹799,3.6 out of 5 stars,"29,718",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg8_1?ie=UTF8&adId=A06253883HJFXTKXP4AVJ&url=%2FMoonwalk-M1-Wireless-Bluetooth-Earphones%2Fdp%2FB08BY1G7N3%2Fref%3Dsr_1_113_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748234%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-113-spons%26psc%3D1&qualifier=1641748234&id=7119031734617831&widgetName=sp_atf_next
"iLife™ Wireless Bluetooth V4.2 Ipx7 Waterproof Headphone with Deep Bass Sound, Charging Energy Station & Hands-Free Mic with Mini Power Bank","₹4,999",,,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg8_1?ie=UTF8&adId=A00045623LRLYHSPQ66SJ&url=%2FWireless-Bluetooth-Waterproof-Headphone-Hands-Free%2Fdp%2FB09KBVFRHN%2Fref%3Dsr_1_114_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748234%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-114-spons%26psc%3D1&qualifier=1641748234&id=7119031734617831&widgetName=sp_atf_next
"KimTok Sport Bluetooth Wireless Earphones with 8 Hours Play Time IPX4 Waterproof Workout Earbuds in- Ear Headphones for Running, Workouts, Exercise, Gym Bluetooth Headset (Black, in The Ear)",₹498,3.7 out of 5 stars,59,https://www.amazon.in/KimTok-Bluetooth-Earphones-Waterproof-Headphones/dp/B09J18VRL3/ref=sr_1_115?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748234&sprefix=wireless+earphones%2Caps%2C238&sr=8-115
"pTron Tangent Lite Bluetooth 5.0 Wireless Headphones with Hi-Fi Stereo Sound, 8Hrs Playtime, Lightweight Ergonomic Neckband, Sweat-Resistant Magnetic Earbuds, Voice Assistant & Mic - (Black & Yellow)",₹599,3.5 out of 5 stars,"65,587",https://www.amazon.in/Tangent-Lite-Magnetic-Bluetooth-Headphones/dp/B085W7JMTB/ref=sr_1_116?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748234&sprefix=wireless+earphones%2Caps%2C238&sr=8-116
"Boult Audio ProBass CurvePro Bluetooth Earphones with Fast Charging, Vibration Alert for Calls, 12 Hour Battery Life, IPX5 Sweatproof Headphones (Grey)","₹1,099",3.8 out of 5 stars,"97,556",https://www.amazon.in/Boult-Audio-Sweatproof-Headphones-Microphone/dp/B08D11QG9Y/ref=sr_1_117?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748234&sprefix=wireless+earphones%2Caps%2C238&sr=8-117
