Description,Price,Rating,Review Count,URL
"pTron Tangent Lite Bluetooth 5.0 Wireless Headphones with Hi-Fi Stereo Sound, 8Hrs Playtime, Lightweight Ergonomic Neckband, Sweat-Resistant Magnetic Earbuds, Voice Assistant & Mic - (Black & Yellow)",₹599,3.5 out of 5 stars,"65,587",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg10_1?ie=UTF8&adId=A032399735HIVWZB7TL1U&url=%2FTangent-Lite-Magnetic-Bluetooth-Headphones%2Fdp%2FB085W7JMTB%2Fref%3Dsr_1_166_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748238%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-166-spons%26psc%3D1&qualifier=1641748238&id=1580792498616611&widgetName=sp_btf
"truke Buds Q1 True Wireless in Ear Earbuds with Mic, Environmental Noise Cancellation(ENC) & Quad MEMS Mic for Clear Call| Bluetooth 5.1 | IPX4 (Black)","₹1,199",3.8 out of 5 stars,"6,228",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg11_1?ie=UTF8&adId=A0357784M495P4W14RLM&url=%2Ftruke-Wireless-Environmental-Cancellation-Bluetooth%2Fdp%2FB091GVBGPH%2Fref%3Dsr_1_161_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748241%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-161-spons%26psc%3D1&qualifier=1641748241&id=8589202751412984&widgetName=sp_atf_next
"pTron Tangent Plus V2 with 18Hrs Playback & Type-C Fast Charging, Bluetooth 5.0 Wireless Headphones with Deep Bass, IPX4 Water Resistance, Snug-fit, Voice Assistance & Built-in Mic (Black & Red)",₹899,3.9 out of 5 stars,"43,867",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg11_1?ie=UTF8&adId=A07246871UFIY26MTRNEL&url=%2FTangent-Plus-V2-Headphones-Resistance%2Fdp%2FB0924W6MVQ%2Fref%3Dsr_1_162_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748241%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-162-spons%26psc%3D1&qualifier=1641748241&id=8589202751412984&widgetName=sp_atf_next
"Noise Sense Bluetooth Wireless Neckband Earphones with Fast Charging, Up to 25H Playback, Powerful Bass, Built-in Mic for Clear Calls, Type C Port, IPX5, Voice Assistant (Cobalt Blue)",₹999,3.9 out of 5 stars,972,https://www.amazon.in/Noise-Bluetooth-Wireless-Earphones-Assistant/dp/B09DD7F3CB/ref=sr_1_163?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748241&smid=A14CZOWI0VEHLG&sprefix=wireless+earphones%2Caps%2C238&sr=8-163
"TECHLIBO Combo Pack Wireless Bluetooth Headphones, Headset with Mic and Sound Button Earphone for Mi Note 5/6/7 Pro, 6A, Y2, A2, A1, Y3 All Smartphones (Black)",₹259,2.0 out of 5 stars,2,https://www.amazon.in/TECHLIBO-Wireless-Bluetooth-Headphones-Smartphones/dp/B09P3TVM61/ref=sr_1_164?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748241&sprefix=wireless+earphones%2Caps%2C238&sr=8-164
"TECHLIBO EX1 Pure Wireless Bluetooth Headphones, Headset with Mic and Sound Button Earphone for M i Note 5/6/7 Pro, 6A, Y2, A2, A1, Y3 for All Smartphones (Yello)",₹249,,,https://www.amazon.in/TECHLIBO-Wireless-Bluetooth-Headphones-Smartphones/dp/B09P3WK42F/ref=sr_1_165?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748241&sprefix=wireless+earphones%2Caps%2C238&sr=8-165
DUETMI Combo of Neckband Magnetic Wireless Bluetooth Earphone with Mic & K1 Headset Bluetooth Earphone with Mic & Headset for All Latest Smartphones(Multicolour,₹249,5.0 out of 5 stars,3,https://www.amazon.in/DUETMI-Bluetooth-K1-Smartphones-Multicolour/dp/B09PBG63MJ/ref=sr_1_166?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748241&sprefix=wireless+earphones%2Caps%2C238&sr=8-166
"Raptech Wireless in-Ear S109 Bluetooth v5.0 Earbuds 18 Hours of Calling with 1 Hour Charging for Calling, Music, Running Single Ear Earphone 360 Degree Rotation for All Smartphones (Blue)",₹499,4.5 out of 5 stars,2,https://www.amazon.in/Raptech-Wireless-S109-Bluetooth-Smartphones/dp/B09H7HHFVY/ref=sr_1_167?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748241&sprefix=wireless+earphones%2Caps%2C238&sr=8-167
"TIQUS in Ear Bluetooth Wireless in Ear Earphones with Mic Deep Bass Comfortable Flex Neckband, Bluetooth 5.0, IPX5 Sweatproof Red",₹399,,,https://www.amazon.in/TIQUS-Bluetooth-Earphones-Comfortable-Sweatproof/dp/B09N8LYGS2/ref=sr_1_168?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748241&sprefix=wireless+earphones%2Caps%2C238&sr=8-168
"boAt Rockerz 330 Wireless Neckband with ASAP Charge, Up to 30H Playback, Enhanced Bass, Metal Control Board, IPX5, Type C Port, Bluetooth v5.0, Voice Assistant(Navy Blue)","₹1,299",4.1 out of 5 stars,"50,789",https://www.amazon.in/boAt-Rockerz-330-Bluetooth-Assistant/dp/B092XRRZ6C/ref=sr_1_169?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748241&sprefix=wireless+earphones%2Caps%2C238&sr=8-169
"WeCool Moonwalk M4 Gaming Earphones, 60 ms Low Latency Earbuds with Microphone, Stereo Sound Deep Bass Bluetooth Earbuds, 24 Hours Playtime, Auto Gaming Mode, Auto Pairing, Touch Control Earphones","₹1,499",4.3 out of 5 stars,"1,475",https://www.amazon.in/Moonwalk-M4-Earphones-Microphone-Bluetooth/dp/B09HZFCB89/ref=sr_1_170?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748241&sprefix=wireless+earphones%2Caps%2C238&sr=8-170
"pTron Bassbuds Jets True Wireless Bluetooth 5.0 Headphones, 20Hrs Total Playback with Case, Deep Bass, Touch Control, IPX4 Water Resistant, Voice Assistant, Built-in Mic & Digital Display (Blue)",₹999,3.6 out of 5 stars,"81,042",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg11_1?ie=UTF8&adId=A02572186C1INFNZZJZJ&url=%2FBassbuds-Jets-Bluetooth-Headphones-Resistant%2Fdp%2FB08S1B1P3L%2Fref%3Dsr_1_171_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748241%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-171-spons%26psc%3D1&qualifier=1641748241&id=8589202751412984&widgetName=sp_mtf
"pTron Bassfest Plus Magnetic in Ear Bluetooth 5.0 Wireless Headphones with Mic, Stereo Sound with Bass, IPX4 Water & Sweat Resistant, Voice Assistance, Ergonomic & Lightweight - (Black & Red)",₹599,3.6 out of 5 stars,"17,233",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg11_1?ie=UTF8&adId=A00759051JFXIMCDUGGTL&url=%2FBassfest-Plus-Headphones-Assistance-Lightweight%2Fdp%2FB08HKYKDS8%2Fref%3Dsr_1_172_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748241%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-172-spons%26psc%3D1&qualifier=1641748241&id=8589202751412984&widgetName=sp_mtf
"pTron Bassbuds Sports True Wireless Bluetooth 5.1 Headphones with Deep Bass, 32Hrs Total Playtime, Ergonomic Hook Design & IPX4 Water/Sweat Resistant Earphones with Built-in HD Mic (Black)","₹1,099",3.4 out of 5 stars,"5,279",https://www.amazon.in/Bassbuds-Sports-Bluetooth-Headphones-Ergonomic/dp/B0924VW867/ref=sr_1_173?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748241&sprefix=wireless+earphones%2Caps%2C238&sr=8-173
"GLAMPANDA Premium Wireless Headset S109 Bluetooth v5.0 Earbuds 18 Hours of Calling with 1 Hour Charge for Calling,Music Sports Single Ear Headphone 360 Degree rotater Mic for All Devices (Multicolor)",₹495,3.3 out of 5 stars,214,https://www.amazon.in/GLAMPANDA-S109-Bluetooth-Headphone-Multicolor/dp/B098KCJL3R/ref=sr_1_174?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748241&sprefix=wireless+earphones%2Caps%2C238&sr=8-174
"Blaupunkt BTW50 Truly Wireless Earphones with Deep Bass, Built-in Mic for Calls & HD Sound with Type-C Fast Charging(Black)","₹1,399",3.3 out of 5 stars,213,https://www.amazon.in/Blaupunkt-BTW50-Wireless-Earphones-Charging/dp/B09D9J1XWC/ref=sr_1_175?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748241&sprefix=wireless+earphones%2Caps%2C238&sr=8-175
"ENNUI E1 Combo of Wireless Earphone Bluetooth Headset, Hands-Free Bluetooth Earphone, HiFi Clear Sound Earphone with Mic, Noise Cancellation for iOS Devices & All Smartphone (Black)",₹269,3.8 out of 5 stars,6,https://www.amazon.in/ENNUI-Bluetooth-Hands-Free-Cancellation-Smartphone/dp/B09MJ9WTT9/ref=sr_1_176?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748241&sprefix=wireless+earphones%2Caps%2C238&sr=8-176
"Lowfe Z-206 Neckband Wireless Bluetooth Earphone, Built -in Mic, Super Sound Deep Bass Active Noise Cancellation Headphone for All Android Smartphone, iOS Devices and Tables",₹279,3.8 out of 5 stars,76,https://www.amazon.in/Lowfe-Z-206-Bluetooth-Cancellation-Smartphone/dp/B09M74RBV2/ref=sr_1_177?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748241&sprefix=wireless+earphones%2Caps%2C238&sr=8-177
"Noise Buds VS103 - Truly Wireless Earbuds with 18-Hour Playtime, HyperSync Technology, Full Touch Controls and Voice Assistant (Pearl White)","₹1,499",3.8 out of 5 stars,"14,299",https://www.amazon.in/Noise-Buds-VS103-HyperSync-Technology/dp/B095YZB3MS/ref=sr_1_178?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748241&sprefix=wireless+earphones%2Caps%2C238&sr=8-178
BLAXSTOC H15PENR Wireless Bluetooth In Ear Neckband Earphone with Mic (Multicolour),₹179,3.1 out of 5 stars,325,https://www.amazon.in/BLAXSTOC-H15PENR-Wireless-Bluetooth-Multicolour/dp/B0936XF498/ref=sr_1_179?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748241&sprefix=wireless+earphones%2Caps%2C238&sr=8-179
boAt Airdopes 171 Bluetooth Truly Wireless in Ear Earbuds with Mic (Active Black),"₹1,499",3.9 out of 5 stars,"36,797",https://www.amazon.in/Boat-Airdopes-171-Functionality-Resistance/dp/B086WNLYT8/ref=sr_1_180?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748241&sprefix=wireless+earphones%2Caps%2C238&sr=8-180
"Zebronics Zeb-Sound Bomb 1 TWS Earbuds with BT5.0, Up to 12H Playback, Touch Controls, Voice Assistant, Splash Proof with Type C Portable Charging Case (Black)",₹849,3.5 out of 5 stars,"3,114",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg11_1?ie=UTF8&adId=A09426601Q5K202SMBG2S&url=%2FZebronics-Zeb-Sound-Playback-Controls-Assistant%2Fdp%2FB098XT65BC%2Fref%3Dsr_1_181_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748241%26smid%3DA14CZOWI0VEHLG%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-181-spons%26psc%3D1&qualifier=1641748241&id=8589202751412984&widgetName=sp_btf
ZEBRONICS Zeb Evolve Wireless Bluetooth in Ear Neckband Earphone with Mic (Orange),₹616,3.7 out of 5 stars,"4,001",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg11_1?ie=UTF8&adId=A00947991IBPSS9AAFDSG&url=%2FZebronics-Zeb-Evolve-Wireless-Orange%2Fdp%2FB08VGPSNYQ%2Fref%3Dsr_1_182_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748241%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-182-spons%26psc%3D1&qualifier=1641748241&id=8589202751412984&widgetName=sp_btf
"Audio-Technica CLR100IS Sonic Fuel Wired in-Ear Earphone with Microphone, 8.5mm Powerful Drivers, Sound Isolation and in-line Controls(White)",₹899,3.9 out of 5 stars,24,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg12_1?ie=UTF8&adId=A00005262CM6K9ZP7TXTF&url=%2FAudio-Technica-CLR100IS-Earphone-Microphone-Isolation%2Fdp%2FB09JG75LWQ%2Fref%3Dsr_1_177_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748243%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-177-spons%26psc%3D1&qualifier=1641748243&id=3031052879624415&widgetName=sp_atf_next
"pTron Tangent Lite Bluetooth 5.0 Wireless Headphones with Hi-Fi Stereo Sound, 8Hrs Playtime, Lightweight Ergonomic Neckband, Sweat-Resistant Magnetic Earbuds, Voice Assistant & Mic - (Black)",₹599,3.5 out of 5 stars,"65,587",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg12_1?ie=UTF8&adId=A03240652IRKGGD7UR9LL&url=%2FTangent-Lite-Magnetic-Bluetooth-Headphones%2Fdp%2FB085W8CFLH%2Fref%3Dsr_1_178_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748243%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-178-spons%26psc%3D1&qualifier=1641748243&id=3031052879624415&widgetName=sp_atf_next
boAt Airdopes 171 Bluetooth Truly Wireless in Ear Earbuds with Mic (Active Black),"₹1,499",3.9 out of 5 stars,"36,797",https://www.amazon.in/Boat-Airdopes-171-Functionality-Resistance/dp/B086WNLYT8/ref=sr_1_179?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748243&sprefix=wireless+earphones%2Caps%2C238&sr=8-179
BLAXSTOC KAZY06 Wireless Bluetooth In Ear Neckband Earphone with Mic & S530 Mini Bluetooth Earphone with Mic (Multicolour),₹179,2.8 out of 5 stars,179,https://www.amazon.in/BLAXSTOC-Neckband-Bluetooth-Cancellation-Smartphone/dp/B08XQQ1GM1/ref=sr_1_180?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748243&sprefix=wireless+earphones%2Caps%2C238&sr=8-180
esportic Single Earphone Wireless 18 Hours of Calling with 1 Hours Charge S109 Bluetooth Headset with Mic Designed for All Android Smartphone (Black),₹449,,,https://www.amazon.in/esportic-Earphone-Wireless-Bluetooth-Smartphone/dp/B09JFR4L5N/ref=sr_1_181?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748243&sprefix=wireless+earphones%2Caps%2C238&sr=8-181
Moojlo in-ear-earphones Buds S1 True Wireless Earbuds with Environmental Noise Cancellation(ENC) Mic for Clear Calls | Up to 4/5hrs of Playtime | Premium Sliding Case | Low Latency | Bluetooth 5.1 | IPX4,₹579,3.3 out of 5 stars,9,https://www.amazon.in/ear-earphones-Wireless-Environmental-Cancellation-Bluetooth/dp/B09M8CQNP3/ref=sr_1_182?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748243&sprefix=wireless+earphones%2Caps%2C238&sr=8-182
"esportic QC-11 Bluetooth Earphone Wireless Headphones Designed Headset for Mobile Phone Sports Stereo Jogger, Running,Gaming Bluetooth Headset Compatible for All Devices (Black)",₹299,,,https://www.amazon.in/esportic-Bluetooth-Earphone-Headphones-Compatible/dp/B09H5L9GLK/ref=sr_1_183?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748243&sprefix=wireless+earphones%2Caps%2C238&sr=8-183
ADDY Sound Wireless Bluetooth in Ear Neckband Earphone with Mic (Black),₹499,5.0 out of 5 stars,2,https://www.amazon.in/Sound-Wireless-Bluetooth-Neckband-Earphone/dp/B09HGTFFHL/ref=sr_1_184?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748243&sprefix=wireless+earphones%2Caps%2C238&sr=8-184
BLAXSTOC KAZU05 Wireless Bluetooth In Ear Earphone with Mic (Multicolour),₹129,3.7 out of 5 stars,22,https://www.amazon.in/BLAXSTOC-Bluetooth-Headphone-Smartphones-Pubg-Anti/dp/B08XQQ6BHL/ref=sr_1_185?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748243&sprefix=wireless+earphones%2Caps%2C238&sr=8-185
Techfire Fire 500 Wireless Bluetooth In Ear Headset with Mic (Black),₹474,3.7 out of 5 stars,41,https://www.amazon.in/Techfire-Wireless-Bluetooth-Headset-Black/dp/B098TPCD9Y/ref=sr_1_186?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748243&sprefix=wireless+earphones%2Caps%2C238&sr=8-186
"pTron Bassbuds Jets True Wireless Bluetooth 5.0 Headphones, 20Hrs Total Playback with Case, Deep Bass, Touch Control, IPX4 Water Resistant, Voice Assistant, Built-in Mic & Digital Display (Black)",₹999,3.6 out of 5 stars,"81,042",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg12_1?ie=UTF8&adId=A0814238LP1ZA6ZHGFAS&url=%2FBassbuds-Jets-Bluetooth-Headphones-Resistant%2Fdp%2FB08S1BCT5Q%2Fref%3Dsr_1_187_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748243%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-187-spons%26psc%3D1&qualifier=1641748243&id=3031052879624415&widgetName=sp_mtf
"Leaf Dots 2 Touch Control True Wireless Earphones with 20 Hours Playtime, HyperSync Technology and Bluetooth v5.1 with Crystal Clear mic Earbuds II Voice Assistant II (Carbon Black)","₹1,499",4.6 out of 5 stars,22,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg12_1?ie=UTF8&adId=A02555233JOTIRQMY2VJT&url=%2FLeaf-Dots-Earphones-HyperSync-Technology%2Fdp%2FB09KS2ZFN7%2Fref%3Dsr_1_188_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748243%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-188-spons%26psc%3D1&qualifier=1641748243&id=3031052879624415&widgetName=sp_mtf
"boAt Rockerz 205 Pro Wireless Neckband with Beast™ Mode, ENx™ Mode for Clear Voice Delivery, ASAP™ Charge, 10mm Drivers, IPX5, Bluetooth v5.2, 30HRS Playtime(Fiery Red)","₹1,199",3.9 out of 5 stars,"1,906",https://www.amazon.in/boAt-Rockerz-205-Pro-Bluetooth/dp/B09JGNNFBJ/ref=sr_1_189?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748243&sprefix=wireless+earphones%2Caps%2C238&sr=8-189
"Boult Audio ProBass X1-Air in-Ear Earphones with Fast Charging,10H Battery Life & Extra Bass, in-Built Mic, IPX5 Water Resistant Neckband(Black)",₹899,3.8 out of 5 stars,"2,421",https://www.amazon.in/Boult-Audio-ProBass-Wireless-Neckband/dp/B092KC9YT6/ref=sr_1_190?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748243&smid=A14CZOWI0VEHLG&sprefix=wireless+earphones%2Caps%2C238&sr=8-190
"MK STYLISH Trend Combo Pack Wireless Bluetooth Headphones, Headset with Mic and Sound Button Earphone for Mi Note 5/6/7 Pro, 6A, Y2, A2, A1, Y3 All Smartphones (Black)",₹289,4.2 out of 5 stars,20,https://www.amazon.in/MK-STYLISH-Bluetooth-Headphones-Smartphones/dp/B09MPLFX25/ref=sr_1_191?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748243&sprefix=wireless+earphones%2Caps%2C238&sr=8-191
"EROXLYNN C007 Wireless Bluetooth, Headset with Mic and Sound Button Earphone for M-i Note 5/6/7 Pro, 6A, Y2, A2, A1, Y3 All Smartphones (Black)",₹99,,,https://www.amazon.in/EROXLYNN-C007-Wireless-Bluetooth-Smartphones/dp/B09FHZ8BLB/ref=sr_1_192?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748243&sprefix=wireless+earphones%2Caps%2C238&sr=8-192
ICALL Wireless Sports Bluetooth Magnet Earphone Hand-Free Headphone for All Smartphone (Black),₹215,3.6 out of 5 stars,5,https://www.amazon.in/Wireless-Bluetooth-Hand-Free-Headphone-Smartphone/dp/B09KSV948L/ref=sr_1_193?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748243&sprefix=wireless+earphones%2Caps%2C238&sr=8-193
AirJams GameX Bluetooth 5.2 Wireless Gaming Headphone True Wireless Earbuds Earphone I Deep Bass Technology I 60ms Ultra Low Latency I Dual Mics I Touch Controls I 20H Battery Life (Black),"₹1,199",5.0 out of 5 stars,2,https://www.amazon.in/GameX-Bluetooth-Wireless-Headphone-Technology/dp/B09NYCFSWS/ref=sr_1_194?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748243&sprefix=wireless+earphones%2Caps%2C238&sr=8-194
"Riviera® RNB-07 Bluetooth Earphones 50 Hours Music Playtime, 5U Speakers, Wireless Headphone {BIS Approved} – Free Velvet Pouch Inside – Silver",₹699,3.3 out of 5 stars,99,https://www.amazon.in/Riviera%C2%AE-Bluetooth-Earphones-Playtime-Headphone/dp/B09DK3BHV1/ref=sr_1_195?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748243&sprefix=wireless+earphones%2Caps%2C238&sr=8-195
"REDTECH Latest Wireless Earphone Bluetooth Headset, Hands-Free Bluetooth Earphone, HiFi Clear Sound Earphone with Mic, Noise Cancellation for iOS Devices & All Smartphone",₹249,3.9 out of 5 stars,29,https://www.amazon.in/REDTECH-Bluetooth-Hands-Free-Cancellation-Smartphone/dp/B09M8PFC73/ref=sr_1_196?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748243&sprefix=wireless+earphones%2Caps%2C238&sr=8-196
"pTron Boom Lite in Ear Wired Earphones with Mic, Stereo Sound, Dual Drivers, Ergonomic & Secure-fit, 1.2M Tangle-Free Braided Cable, Gold-Plated 3.5mm Audio Jack, in-line Mic & Volume Control (Black)",₹249,3.7 out of 5 stars,"13,862",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg12_1?ie=UTF8&adId=A09255322VPDM2AST1ZZ7&url=%2FBoom-Lite-Secure-fit-Tangle-Free-Gold-Plated%2Fdp%2FB095Z23GYS%2Fref%3Dsr_1_197_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748243%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-197-spons%26psc%3D1&qualifier=1641748243&id=3031052879624415&widgetName=sp_btf
"pTron Bassbuds Pro (New) in-Ear True Wireless Bluetooth 5.1 Headphones with Deep Bass, Low Latency Gaming TWS Earbuds, Touch Control, IPX4 Water/Sweat Resistance Earbuds & Built-in Mic (Black & Blue)",₹999,3.6 out of 5 stars,"18,498",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg12_1?ie=UTF8&adId=A02773022FSCDFBK16L06&url=%2FBassbuds-Pro-Bluetooth-Headphones-Resistance%2Fdp%2FB08S1BG922%2Fref%3Dsr_1_198_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748243%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-198-spons%26psc%3D1&qualifier=1641748243&id=3031052879624415&widgetName=sp_btf
"pTron Bassfest Plus Magnetic in Ear Bluetooth 5.0 Wireless Headphones with Mic, Stereo Sound with Bass, IPX4 Water & Sweat Resistant, Voice Assistance, Ergonomic & Lightweight- (Black & Blue)",₹599,3.6 out of 5 stars,"17,233",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg13_1?ie=UTF8&adId=A00762492WV7AHYS4GUKE&url=%2FBassfest-Plus-Headphones-Assistance-Lightweight%2Fdp%2FB08HHLJ5FJ%2Fref%3Dsr_1_193_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748245%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-193-spons%26psc%3D1&qualifier=1641748245&id=4292822257282299&widgetName=sp_atf_next
"pTron Bassbuds Pro (New) in-Ear True Wireless Bluetooth 5.1 Headphones, Deep Bass, Low Latency Gaming Earphones, Touch Control, IPX4 Water/Sweat Resistance TWS Earbuds & Built-in Mic (Black & Green)",₹999,3.6 out of 5 stars,"18,498",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg13_1?ie=UTF8&adId=A06593441BG8D96JMHVDU&url=%2FBassbuds-Pro-Bluetooth-Headphones-Resistance%2Fdp%2FB08S19N234%2Fref%3Dsr_1_194_sspa%3Fcrid%3DAWC66IMNQMNW%26keywords%3Dwireless%2Bearphones%26qid%3D1641748245%26sprefix%3Dwireless%2Bearphones%252Caps%252C238%26sr%3D8-194-spons%26psc%3D1&qualifier=1641748245&id=4292822257282299&widgetName=sp_atf_next
Noise Buds VS201 V2 Truly Wireless Earbuds with Dual Equalizer | Total 14-Hour Playtime | Full Touch Control | IPX5 Water Resistance and Bluetooth v5.1 (Olive Green),"₹1,299",3.8 out of 5 stars,"3,002",https://www.amazon.in/Noise-Wireless-Equalizer-Resistance-Bluetooth/dp/B098R25TGC/ref=sr_1_195?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748245&smid=A14CZOWI0VEHLG&sprefix=wireless+earphones%2Caps%2C238&sr=8-195
"Starkwoood Bluetooth Neckband For Google Pixel 4a Bluetooth Headphone Headset Hands-Free Gaming Earphone With Mic And Volume Controller Noise Isolating Stereo Gaming & Music Sound Quality, Sweatproof Sports Headset,Professional Bluetooth 5.1 Wireless Stereo Sport Hi-Fi Sound Hands-Free Calling J-Duet - Black",₹599,,,https://www.amazon.in/Starkwoood-Google-Pixel-4a-Professional/dp/B09PYMDV7F/ref=sr_1_196?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748245&sprefix=wireless+earphones%2Caps%2C238&sr=8-196
P.G. Mini Kaju Wireless Earbud Bluetooth Earphones Headset with Mic for Android Mobile (Multicolour),₹199,,,https://www.amazon.in/P-G-Wireless-Bluetooth-Earphones-Multicolour/dp/B09PBNYWNQ/ref=sr_1_197?crid=AWC66IMNQMNW&keywords=wireless+earphones&qid=1641748245&sprefix=wireless+earphones%2Caps%2C238&sr=8-197
